dataset,seed,forget_ratio,method,clients,affected_clients,forget_train,forget_test,retained_acc,retained_bacc,retained_auc,forget_scope_bacc,forget_scope_auc,mia_auc,mia_gap,l2_to_oracle,runtime,runtime_to_oracle,type_leak_auc,attribute_leak_auc,full_retained_bacc
German Credit,11,1.0,FedAvg-Full,12,12,205,103,0.803030303030303,0.5125,0.7427215189873417,0.5,0.7316981132075472,0.4697134738337674,0.0302865261662325,0.120672479696921,0.0035625419986899,1.130920844694541,1.0,0.9242444444444444,0.5125
German Credit,11,1.0,SISA-Retrain,12,12,205,103,0.797979797979798,0.5,0.730379746835443,0.5,0.7086792452830188,0.4659246980819322,0.0340753019180677,0.1338490959059981,0.0017024160188157,0.54042808835055,1.0,0.9260444444444444,0.5125
German Credit,11,1.0,FedEraser-proxy,12,12,205,103,0.797979797979798,0.5,0.729746835443038,0.5,0.7264150943396226,0.460620412029363,0.039379587970637,0.0,0.0031096669845283,0.9871567027573724,1.0,0.9105222222222222,0.5125
German Credit,11,1.0,FedRecovery-proxy,12,12,205,103,0.803030303030303,0.5125,0.7408227848101265,0.5,0.7384905660377359,0.4656405399005446,0.0343594600994553,0.0681839759004183,0.0011691249965224,0.3711360677591596,1.0,0.9350111111111111,0.5125
German Credit,11,1.0,Starfish-proxy,12,12,205,103,0.803030303030303,0.5125,0.7417721518987341,0.5,0.7373584905660377,0.4663035756571158,0.0336964243428842,0.0710756087609103,0.0011222500179428,0.356255712554996,0.9961666666666666,0.7164333333333334,0.5125
German Credit,11,1.0,MA-ABE-FU,12,12,205,103,0.803030303030303,0.5125,0.7406645569620253,0.5,0.7384905660377359,0.4651195832346673,0.0348804167653327,0.0675996127689624,0.0015073749818839,0.4785127553332501,0.6190555555555556,0.5251333333333333,0.5125
German Credit,11,1.0,Oracle-Retrain,12,12,205,103,0.797979797979798,0.5,0.729746835443038,0.5,0.7264150943396226,0.460620412029363,0.039379587970637,0.0,0.0031501249759458,1.0,1.0,0.9106333333333333,0.5125
Bank Marketing,5,0.25,FedAvg-Full,24,20,547,938,0.8798511009028988,0.4999549954995499,0.804390254328863,0.4994232987312572,0.8506100037363744,0.4707592879166455,0.0292407120833544,0.0042418095492077,0.0419858329987619,1.0686080615359896,1.0,0.8800555555555556,0.4999549954995499
Bank Marketing,5,0.25,SISA-Retrain,24,20,547,938,0.8798511009028988,0.4999549954995499,0.7905621168977056,0.5,0.8386536056013126,0.4709035132511898,0.0290964867488101,0.1516852870611905,0.0184271670004818,0.469001513166728,1.0,0.8695888888888889,0.4999549954995499
Bank Marketing,5,0.25,FedEraser-proxy,24,20,547,938,0.8798511009028988,0.4999549954995499,0.8042187859946944,0.4994232987312572,0.8501064054453595,0.4706559913932557,0.0293440086067443,7.470823244641214e-07,0.038772624975536,0.9868266664374916,1.0,0.8624111111111111,0.4999549954995499
