dataset,seed,forget_ratio,method,clients,affected_clients,forget_train,forget_test,retained_acc,retained_bacc,retained_auc,forget_scope_bacc,forget_scope_auc,mia_auc,mia_gap,l2_to_oracle,runtime,runtime_to_oracle,type_leak_auc,attribute_leak_auc,full_retained_bacc
Bank Marketing,13,1.0,FedAvg-Full,24,24,2193,931,0.8803134647352173,0.5006159745039395,0.8093998297726657,0.5,0.8139802579709231,0.4979960160318717,0.0020039839681282,0.0183542726321187,0.0453691250004339,1.0287559964161992,1.0,0.9266444444444445,0.5006159745039395
Bank Marketing,13,1.0,SISA-Retrain,24,24,2193,931,0.8801551492123803,0.499955035971223,0.7949394813296752,0.5,0.7911949288845438,0.4990671911359403,0.0009328088640597,0.1510973669096798,0.0204913329798728,0.464645982866179,1.0,0.9209444444444445,0.5006159745039395
Bank Marketing,13,1.0,FedEraser-proxy,24,24,2193,931,0.8803134647352173,0.5006159745039395,0.8081901696091903,0.5,0.80945472894131,0.4990123344319367,0.0009876655680632,0.0,0.0422586670028977,0.9582256012072202,1.0,0.9333333333333333,0.5006159745039395
Bank Marketing,13,1.0,FedRecovery-proxy,24,24,2193,931,0.8803134647352173,0.5006159745039395,0.817795235061125,0.5,0.8242139455675045,0.4981449127998812,0.0018550872001187,0.0916772646315152,0.0211735829943791,0.4801161686692259,1.0,0.927,0.5006159745039395
Bank Marketing,13,1.0,Starfish-proxy,24,24,2193,931,0.8803134647352173,0.5006159745039395,0.8166845968037203,0.5,0.8228420953041723,0.4981429536318811,0.0018570463681188,0.0817339840817019,0.0212517500040121,0.4818886247146343,0.9992555555555556,0.7011333333333334,0.5006159745039395
Bank Marketing,13,1.0,MA-ABE-FU,24,24,2193,931,0.8803134647352173,0.5006159745039395,0.8179973205837181,0.5,0.8245450818379639,0.498171851359883,0.0018281486401169,0.0955363969441214,0.0255331250082235,0.5789698491915626,0.6536111111111111,0.46826666666666666,0.5006159745039395
Bank Marketing,13,1.0,Oracle-Retrain,24,24,2193,931,0.8803134647352173,0.5006159745039395,0.8081901696091903,0.5,0.80945472894131,0.4990123344319367,0.0009876655680632,0.0,0.0441009580099489,1.0,1.0,0.9309,0.5006159745039395
Bank Marketing,29,0.25,FedAvg-Full,24,21,549,930,0.8807186955833465,0.499910144667086,0.7988219697184543,0.5,0.7909715830648872,0.5241906104941536,0.0241906104941536,0.0044914308531611,0.0442063749942462,1.0106691841501694,1.0,0.9131222222222222,0.499910144667086
Bank Marketing,29,0.25,SISA-Retrain,24,21,549,930,0.8807978470793097,0.4999550723335429,0.7856246990518023,0.5,0.7755407271053842,0.5241357698258808,0.0241357698258808,0.1516216817670612,0.0217204169894102,0.4965834932392891,1.0,0.8882666666666666,0.499910144667086
Bank Marketing,29,0.25,FedEraser-proxy,24,21,549,930,0.8807978470793097,0.5002423705807073,0.7990123077924276,0.5,0.7906408191440405,0.5242278238047672,0.0242278238047671,2.6797730420786195e-06,0.0428610410017427,0.97991145726598,1.0,0.8709333333333333,0.499910144667086
Bank Marketing,29,0.25,FedRecovery-proxy,24,21,549,930,0.8807978470793097,0.5002423705807073,0.8069905657870894,0.5,0.7996864933271974,0.5240828877529036,0.0240828877529035,0.0908399971592855,0.0224330000055488,0.5128749375310621,1.0,0.8852555555555556,0.499910144667086
Bank Marketing,29,0.25,Starfish-proxy,24,21,549,930,0.8807978470793097,0.5002423705807073,0.8062399006038816,0.5,0.7985072480441786,0.5241181424682217,0.0241181424682217,0.0805197127497528,0.0215935000160243,0.4936818512484339,0.9691222222222222,0.6330222222222223,0.499910144667086
Bank Marketing,29,0.25,MA-ABE-FU,24,21,549,930,0.880876998575273,0.5005745964943286,0.8075872529612705,0.5,0.8003480211688909,0.5240593846093582,0.0240593846093581,0.0947104449311359,0.0271831669961102,0.6214757309132977,0.5972,0.49174444444444443,0.499910144667086
Bank Marketing,29,0.25,Oracle-Retrain,24,21,549,930,0.8807978470793097,0.5002423705807073,0.7990113525197854,0.5,0.7906264381040037,0.5242278238047672,0.0242278238047671,0.0,0.0437397079949732,1.0,1.0,0.9081333333333333,0.499910144667086
Bank Marketing,29,0.5,FedAvg-Full,24,23,1097,930,0.8807186955833465,0.499910144667086,0.7988219697184543,0.5,0.7909715830648872,0.5241362072514483,0.0241362072514482,0.0087931149139583,0.0442063749942462,1.0412085537740048,1.0,0.9010222222222222,0.499910144667086
Bank Marketing,29,0.5,SISA-Retrain,24,23,1097,930,0.8807978470793097,0.4999550723335429,0.7857298984515328,0.5,0.7753825356649793,0.5244880955881632,0.0244880955881632,0.1514545295341046,0.0219297499861568,0.5165192411882618,1.0,0.9019,0.499910144667086
Bank Marketing,29,0.5,FedEraser-proxy,24,23,1097,930,0.8807978470793097,0.5002423705807073,0.7991027004662029,0.5,0.7902237689829729,0.5244978974916928,0.0244978974916928,8.496797997290735e-08,0.0424052500165998,0.9987860132832832,1.0,0.9171,0.499910144667086
Bank Marketing,29,0.5,FedRecovery-proxy,24,23,1097,930,0.8807978470793097,0.5002423705807073,0.8070688384392158,0.5,0.7993701104463875,0.5243636114133364,0.0243636114133364,0.0910518387042119,0.022040374984499,0.5191248313220417,1.0,0.9041555555555556,0.499910144667086
Bank Marketing,29,0.5,Starfish-proxy,24,23,1097,930,0.8807978470793097,0.5002423705807073,0.8063117251656726,0.5,0.7984209618039576,0.524262651806981,0.0242626518069809,0.0808019876621938,0.0216400829958729,0.509696611011759,0.9811555555555556,0.6853666666666667,0.499910144667086
Bank Marketing,29,0.5,MA-ABE-FU,24,23,1097,930,0.880876998575273,0.5005745964943286,0.8076619433409884,0.5,0.8000747814081914,0.5242214838121563,0.0242214838121562,0.0949081356169812,0.0252941669896245,0.5957625576314037,0.6019222222222222,0.4358888888888889,0.499910144667086
Bank Marketing,29,0.5,Oracle-Retrain,24,23,1097,930,0.8807978470793097,0.5002423705807073,0.7991025810571226,0.5,0.7902237689829729,0.5244978974916928,0.0244978974916928,0.0,0.04245679199812,1.0,1.0,0.9254,0.499910144667086
Bank Marketing,29,1.0,FedAvg-Full,24,23,2194,930,0.8807186955833465,0.499910144667086,0.7988219697184543,0.5,0.7909715830648872,0.5212642495172563,0.0212642495172562,0.0185546269574883,0.0442063749942462,1.0431454721794498,1.0,0.9310777777777778,0.499910144667086
Bank Marketing,29,1.0,SISA-Retrain,24,23,2194,930,0.8807978470793097,0.4999550723335429,0.7850257431050958,0.5,0.7735992867004142,0.5220439909430411,0.0220439909430411,0.1510694396662618,0.020749249990331,0.4896236387025725,1.0,0.9351222222222222,0.499910144667086
Bank Marketing,29,1.0,FedEraser-proxy,24,23,2194,930,0.8807978470793097,0.5002423705807073,0.7983884550524818,0.5,0.7883542337781868,0.5220709461777477,0.0220709461777477,1.9095628074081657e-07,0.041701957990881,0.984048311241696,1.0,0.9287222222222222,0.499910144667086
Bank Marketing,29,1.0,FedRecovery-proxy,24,23,2194,930,0.8807978470793097,0.5002423705807073,0.8070631665079023,0.5,0.7987948688449149,0.5216430930886778,0.0216430930886778,0.0920317404381836,0.0213182920124381,0.5030514216618899,1.0,0.9359555555555555,0.499910144667086
Bank Marketing,29,1.0,Starfish-proxy,24,23,2194,930,0.8807978470793097,0.5002423705807073,0.8063323829365618,0.5,0.7980182926829268,0.5215436037678517,0.0215436037678516,0.0820410254170748,0.0204868329747114,0.4834313390240299,0.9962888888888889,0.7189222222222222,0.499910144667086
Bank Marketing,29,1.0,MA-ABE-FU,24,23,2194,930,0.880876998575273,0.5005745964943286,0.8076758544988416,0.5,0.7993988725264611,0.5215597769086756,0.0215597769086756,0.0958335425919747,0.0252536670013796,0.5959151455382959,0.6424666666666666,0.5125888888888889,0.499910144667086
Bank Marketing,29,1.0,Oracle-Retrain,24,23,2194,930,0.8807978470793097,0.5002423705807073,0.7983883953479416,0.5,0.7883542337781868,0.5220709461777477,0.0220709461777477,0.0,0.0423779579869005,1.0,1.0,0.9158111111111111,0.499910144667086
